2021-01-07 09:47:31,304 - train.py[line:111] - INFO : ==> Preparing dataset <==
2021-01-07 10:05:57,116 - train.py[line:75] - INFO : [Epoch:29, iter:21300] Loss: 0.89267 
2021-01-07 10:06:01,846 - train.py[line:75] - INFO : [Epoch:29, iter:21400] Loss: 0.89063 
2021-01-07 10:06:06,313 - train.py[line:75] - INFO : [Epoch:29, iter:21500] Loss: 0.89476 
2021-01-07 10:06:08,344 - train.py[line:94] - INFO : Validation | Loss: 0.95619
2021-01-07 10:06:08,345 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:06:13,198 - train.py[line:75] - INFO : [Epoch:30, iter:21600] Loss: 0.88278 
2021-01-07 10:06:18,066 - train.py[line:75] - INFO : [Epoch:30, iter:21700] Loss: 0.88322 
2021-01-07 10:06:22,594 - train.py[line:75] - INFO : [Epoch:30, iter:21800] Loss: 0.87694 
2021-01-07 10:06:27,198 - train.py[line:75] - INFO : [Epoch:30, iter:21900] Loss: 0.87112 
2021-01-07 10:06:32,019 - train.py[line:75] - INFO : [Epoch:30, iter:22000] Loss: 0.87387 
2021-01-07 10:06:36,695 - train.py[line:75] - INFO : [Epoch:30, iter:22100] Loss: 0.87592 
2021-01-07 10:06:41,385 - train.py[line:75] - INFO : [Epoch:30, iter:22200] Loss: 0.87732 
2021-01-07 10:06:45,378 - train.py[line:94] - INFO : Validation | Loss: 0.95805
2021-01-07 10:06:45,379 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:06:47,783 - train.py[line:75] - INFO : [Epoch:31, iter:22300] Loss: 0.89283 
2021-01-07 10:06:52,324 - train.py[line:75] - INFO : [Epoch:31, iter:22400] Loss: 0.86899 
2021-01-07 10:06:57,214 - train.py[line:75] - INFO : [Epoch:31, iter:22500] Loss: 0.88480 
2021-01-07 10:07:01,922 - train.py[line:75] - INFO : [Epoch:31, iter:22600] Loss: 0.88066 
2021-01-07 10:07:06,522 - train.py[line:75] - INFO : [Epoch:31, iter:22700] Loss: 0.86821 
2021-01-07 10:07:11,556 - train.py[line:75] - INFO : [Epoch:31, iter:22800] Loss: 0.86774 
2021-01-07 10:07:16,461 - train.py[line:75] - INFO : [Epoch:31, iter:22900] Loss: 0.86436 
2021-01-07 10:07:21,877 - train.py[line:75] - INFO : [Epoch:31, iter:23000] Loss: 0.86696 
2021-01-07 10:07:23,237 - train.py[line:94] - INFO : Validation | Loss: 0.95236
2021-01-07 10:07:23,238 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:07:28,405 - train.py[line:75] - INFO : [Epoch:32, iter:23100] Loss: 0.84942 
2021-01-07 10:07:33,169 - train.py[line:75] - INFO : [Epoch:32, iter:23200] Loss: 0.84776 
2021-01-07 10:07:37,649 - train.py[line:75] - INFO : [Epoch:32, iter:23300] Loss: 0.84728 
2021-01-07 10:07:42,310 - train.py[line:75] - INFO : [Epoch:32, iter:23400] Loss: 0.85023 
2021-01-07 10:07:47,329 - train.py[line:75] - INFO : [Epoch:32, iter:23500] Loss: 0.84651 
2021-01-07 10:07:51,793 - train.py[line:75] - INFO : [Epoch:32, iter:23600] Loss: 0.84405 
2021-01-07 10:07:56,369 - train.py[line:75] - INFO : [Epoch:32, iter:23700] Loss: 0.84589 
2021-01-07 10:07:59,443 - train.py[line:94] - INFO : Validation | Loss: 0.93619
2021-01-07 10:07:59,443 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:08:02,783 - train.py[line:75] - INFO : [Epoch:33, iter:23800] Loss: 0.82973 
2021-01-07 10:08:07,227 - train.py[line:75] - INFO : [Epoch:33, iter:23900] Loss: 0.82361 
2021-01-07 10:08:11,692 - train.py[line:75] - INFO : [Epoch:33, iter:24000] Loss: 0.83167 
2021-01-07 10:08:16,386 - train.py[line:75] - INFO : [Epoch:33, iter:24100] Loss: 0.83399 
2021-01-07 10:08:21,318 - train.py[line:75] - INFO : [Epoch:33, iter:24200] Loss: 0.83295 
2021-01-07 10:08:26,262 - train.py[line:75] - INFO : [Epoch:33, iter:24300] Loss: 0.82882 
2021-01-07 10:08:30,671 - train.py[line:75] - INFO : [Epoch:33, iter:24400] Loss: 0.83106 
2021-01-07 10:08:35,755 - train.py[line:94] - INFO : Validation | Loss: 0.93392
2021-01-07 10:08:35,756 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:08:37,060 - train.py[line:75] - INFO : [Epoch:34, iter:24500] Loss: 0.73112 
2021-01-07 10:08:42,440 - train.py[line:75] - INFO : [Epoch:34, iter:24600] Loss: 0.79148 
2021-01-07 10:08:47,239 - train.py[line:75] - INFO : [Epoch:34, iter:24700] Loss: 0.80552 
2021-01-07 10:08:51,865 - train.py[line:75] - INFO : [Epoch:34, iter:24800] Loss: 0.81028 
2021-01-07 10:08:56,340 - train.py[line:75] - INFO : [Epoch:34, iter:24900] Loss: 0.81081 
2021-01-07 10:09:00,828 - train.py[line:75] - INFO : [Epoch:34, iter:25000] Loss: 0.81269 
2021-01-07 10:09:05,500 - train.py[line:75] - INFO : [Epoch:34, iter:25100] Loss: 0.81214 
2021-01-07 10:09:10,493 - train.py[line:75] - INFO : [Epoch:34, iter:25200] Loss: 0.81547 
2021-01-07 10:09:13,085 - train.py[line:94] - INFO : Validation | Loss: 0.95600
2021-01-07 10:09:13,086 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:09:17,291 - train.py[line:75] - INFO : [Epoch:35, iter:25300] Loss: 0.80106 
2021-01-07 10:09:21,949 - train.py[line:75] - INFO : [Epoch:35, iter:25400] Loss: 0.79685 
2021-01-07 10:09:26,137 - train.py[line:75] - INFO : [Epoch:35, iter:25500] Loss: 0.80320 
2021-01-07 10:09:30,665 - train.py[line:75] - INFO : [Epoch:35, iter:25600] Loss: 0.79836 
2021-01-07 10:09:34,915 - train.py[line:75] - INFO : [Epoch:35, iter:25700] Loss: 0.80375 
2021-01-07 10:09:39,726 - train.py[line:75] - INFO : [Epoch:35, iter:25800] Loss: 0.80284 
2021-01-07 10:09:44,458 - train.py[line:75] - INFO : [Epoch:35, iter:25900] Loss: 0.80247 
2021-01-07 10:09:48,799 - train.py[line:94] - INFO : Validation | Loss: 0.91491
2021-01-07 10:09:48,799 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:09:50,824 - train.py[line:75] - INFO : [Epoch:36, iter:26000] Loss: 0.80076 
2021-01-07 10:09:55,415 - train.py[line:75] - INFO : [Epoch:36, iter:26100] Loss: 0.77244 
2021-01-07 10:09:59,736 - train.py[line:75] - INFO : [Epoch:36, iter:26200] Loss: 0.78241 
2021-01-07 10:10:04,527 - train.py[line:75] - INFO : [Epoch:36, iter:26300] Loss: 0.78479 
2021-01-07 10:10:10,082 - train.py[line:75] - INFO : [Epoch:36, iter:26400] Loss: 0.78386 
2021-01-07 10:10:15,131 - train.py[line:75] - INFO : [Epoch:36, iter:26500] Loss: 0.78707 
2021-01-07 10:10:19,771 - train.py[line:75] - INFO : [Epoch:36, iter:26600] Loss: 0.78786 
2021-01-07 10:10:24,463 - train.py[line:75] - INFO : [Epoch:36, iter:26700] Loss: 0.78727 
2021-01-07 10:10:26,315 - train.py[line:94] - INFO : Validation | Loss: 0.89302
2021-01-07 10:10:26,316 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:10:30,897 - train.py[line:75] - INFO : [Epoch:37, iter:26800] Loss: 0.76772 
2021-01-07 10:10:35,681 - train.py[line:75] - INFO : [Epoch:37, iter:26900] Loss: 0.77533 
2021-01-07 10:10:41,146 - train.py[line:75] - INFO : [Epoch:37, iter:27000] Loss: 0.77551 
2021-01-07 10:10:46,417 - train.py[line:75] - INFO : [Epoch:37, iter:27100] Loss: 0.77919 
2021-01-07 10:10:51,209 - train.py[line:75] - INFO : [Epoch:37, iter:27200] Loss: 0.78330 
2021-01-07 10:10:55,861 - train.py[line:75] - INFO : [Epoch:37, iter:27300] Loss: 0.78086 
2021-01-07 10:11:00,326 - train.py[line:75] - INFO : [Epoch:37, iter:27400] Loss: 0.78000 
2021-01-07 10:11:03,767 - train.py[line:94] - INFO : Validation | Loss: 0.90141
2021-01-07 10:11:03,768 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:11:06,429 - train.py[line:75] - INFO : [Epoch:38, iter:27500] Loss: 0.79345 
2021-01-07 10:11:11,165 - train.py[line:75] - INFO : [Epoch:38, iter:27600] Loss: 0.76906 
2021-01-07 10:11:15,828 - train.py[line:75] - INFO : [Epoch:38, iter:27700] Loss: 0.76461 
2021-01-07 10:11:20,536 - train.py[line:75] - INFO : [Epoch:38, iter:27800] Loss: 0.76854 
2021-01-07 10:11:25,176 - train.py[line:75] - INFO : [Epoch:38, iter:27900] Loss: 0.76550 
2021-01-07 10:11:29,504 - train.py[line:75] - INFO : [Epoch:38, iter:28000] Loss: 0.76210 
2021-01-07 10:11:33,964 - train.py[line:75] - INFO : [Epoch:38, iter:28100] Loss: 0.75952 
2021-01-07 10:11:39,650 - train.py[line:94] - INFO : Validation | Loss: 0.90556
2021-01-07 10:11:39,651 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:11:40,400 - train.py[line:75] - INFO : [Epoch:39, iter:28200] Loss: 0.80162 
2021-01-07 10:11:45,272 - train.py[line:75] - INFO : [Epoch:39, iter:28300] Loss: 0.74966 
2021-01-07 10:11:50,038 - train.py[line:75] - INFO : [Epoch:39, iter:28400] Loss: 0.75126 
2021-01-07 10:11:54,531 - train.py[line:75] - INFO : [Epoch:39, iter:28500] Loss: 0.75626 
2021-01-07 10:11:59,141 - train.py[line:75] - INFO : [Epoch:39, iter:28600] Loss: 0.75154 
2021-01-07 10:12:03,280 - train.py[line:75] - INFO : [Epoch:39, iter:28700] Loss: 0.74831 
2021-01-07 10:12:07,714 - train.py[line:75] - INFO : [Epoch:39, iter:28800] Loss: 0.75388 
2021-01-07 10:12:12,895 - train.py[line:75] - INFO : [Epoch:39, iter:28900] Loss: 0.75673 
2021-01-07 10:12:16,361 - train.py[line:94] - INFO : Validation | Loss: 0.86300
2021-01-07 10:12:16,362 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:12:19,771 - train.py[line:75] - INFO : [Epoch:40, iter:29000] Loss: 0.74350 
2021-01-07 10:12:24,487 - train.py[line:75] - INFO : [Epoch:40, iter:29100] Loss: 0.73992 
2021-01-07 10:12:29,200 - train.py[line:75] - INFO : [Epoch:40, iter:29200] Loss: 0.74199 
2021-01-07 10:12:33,526 - train.py[line:75] - INFO : [Epoch:40, iter:29300] Loss: 0.74686 
2021-01-07 10:12:38,236 - train.py[line:75] - INFO : [Epoch:40, iter:29400] Loss: 0.74321 
2021-01-07 10:12:43,090 - train.py[line:75] - INFO : [Epoch:40, iter:29500] Loss: 0.74261 
2021-01-07 10:12:48,439 - train.py[line:75] - INFO : [Epoch:40, iter:29600] Loss: 0.74354 
2021-01-07 10:12:54,052 - train.py[line:94] - INFO : Validation | Loss: 0.86386
2021-01-07 10:12:54,053 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:12:55,549 - train.py[line:75] - INFO : [Epoch:41, iter:29700] Loss: 0.72423 
2021-01-07 10:13:00,272 - train.py[line:75] - INFO : [Epoch:41, iter:29800] Loss: 0.69994 
2021-01-07 10:13:04,870 - train.py[line:75] - INFO : [Epoch:41, iter:29900] Loss: 0.71875 
2021-01-07 10:13:10,033 - train.py[line:75] - INFO : [Epoch:41, iter:30000] Loss: 0.71812 
2021-01-07 10:13:14,756 - train.py[line:75] - INFO : [Epoch:41, iter:30100] Loss: 0.72534 
2021-01-07 10:13:19,359 - train.py[line:75] - INFO : [Epoch:41, iter:30200] Loss: 0.72636 
2021-01-07 10:13:23,793 - train.py[line:75] - INFO : [Epoch:41, iter:30300] Loss: 0.73200 
2021-01-07 10:13:28,210 - train.py[line:75] - INFO : [Epoch:41, iter:30400] Loss: 0.73269 
2021-01-07 10:13:30,419 - train.py[line:94] - INFO : Validation | Loss: 0.86098
2021-01-07 10:13:30,420 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:13:34,370 - train.py[line:75] - INFO : [Epoch:42, iter:30500] Loss: 0.72631 
2021-01-07 10:13:38,864 - train.py[line:75] - INFO : [Epoch:42, iter:30600] Loss: 0.72067 
2021-01-07 10:13:43,427 - train.py[line:75] - INFO : [Epoch:42, iter:30700] Loss: 0.72916 
2021-01-07 10:13:48,018 - train.py[line:75] - INFO : [Epoch:42, iter:30800] Loss: 0.72601 
2021-01-07 10:13:52,664 - train.py[line:75] - INFO : [Epoch:42, iter:30900] Loss: 0.72211 
2021-01-07 10:13:57,564 - train.py[line:75] - INFO : [Epoch:42, iter:31000] Loss: 0.72043 
2021-01-07 10:14:02,462 - train.py[line:75] - INFO : [Epoch:42, iter:31100] Loss: 0.71968 
2021-01-07 10:14:06,773 - train.py[line:94] - INFO : Validation | Loss: 0.87892
2021-01-07 10:14:06,773 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:14:09,156 - train.py[line:75] - INFO : [Epoch:43, iter:31200] Loss: 0.72480 
2021-01-07 10:14:14,439 - train.py[line:75] - INFO : [Epoch:43, iter:31300] Loss: 0.71162 
2021-01-07 10:14:19,606 - train.py[line:75] - INFO : [Epoch:43, iter:31400] Loss: 0.71127 
2021-01-07 10:14:24,132 - train.py[line:75] - INFO : [Epoch:43, iter:31500] Loss: 0.71345 
2021-01-07 10:14:28,484 - train.py[line:75] - INFO : [Epoch:43, iter:31600] Loss: 0.71663 
2021-01-07 10:14:32,570 - train.py[line:75] - INFO : [Epoch:43, iter:31700] Loss: 0.71198 
2021-01-07 10:14:37,225 - train.py[line:75] - INFO : [Epoch:43, iter:31800] Loss: 0.71137 
2021-01-07 10:14:42,880 - train.py[line:75] - INFO : [Epoch:43, iter:31900] Loss: 0.71246 
2021-01-07 10:14:44,491 - train.py[line:94] - INFO : Validation | Loss: 0.88583
2021-01-07 10:14:44,492 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:14:49,371 - train.py[line:75] - INFO : [Epoch:44, iter:32000] Loss: 0.68729 
2021-01-07 10:14:53,820 - train.py[line:75] - INFO : [Epoch:44, iter:32100] Loss: 0.68959 
2021-01-07 10:14:58,440 - train.py[line:75] - INFO : [Epoch:44, iter:32200] Loss: 0.69639 
2021-01-07 10:15:03,012 - train.py[line:75] - INFO : [Epoch:44, iter:32300] Loss: 0.69914 
2021-01-07 10:15:07,742 - train.py[line:75] - INFO : [Epoch:44, iter:32400] Loss: 0.69697 
2021-01-07 10:15:12,486 - train.py[line:75] - INFO : [Epoch:44, iter:32500] Loss: 0.69895 
2021-01-07 10:15:17,206 - train.py[line:75] - INFO : [Epoch:44, iter:32600] Loss: 0.70146 
2021-01-07 10:15:20,561 - train.py[line:94] - INFO : Validation | Loss: 0.84998
2021-01-07 10:15:20,562 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:15:23,666 - train.py[line:75] - INFO : [Epoch:45, iter:32700] Loss: 0.66802 
2021-01-07 10:15:28,809 - train.py[line:75] - INFO : [Epoch:45, iter:32800] Loss: 0.68012 
2021-01-07 10:15:33,425 - train.py[line:75] - INFO : [Epoch:45, iter:32900] Loss: 0.68537 
2021-01-07 10:15:38,115 - train.py[line:75] - INFO : [Epoch:45, iter:33000] Loss: 0.68494 
2021-01-07 10:15:42,850 - train.py[line:75] - INFO : [Epoch:45, iter:33100] Loss: 0.68648 
2021-01-07 10:15:47,770 - train.py[line:75] - INFO : [Epoch:45, iter:33200] Loss: 0.68883 
2021-01-07 10:15:52,006 - train.py[line:75] - INFO : [Epoch:45, iter:33300] Loss: 0.69024 
2021-01-07 10:15:56,922 - train.py[line:94] - INFO : Validation | Loss: 0.82800
2021-01-07 10:15:56,923 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:15:58,035 - train.py[line:75] - INFO : [Epoch:46, iter:33400] Loss: 0.70557 
2021-01-07 10:16:03,413 - train.py[line:75] - INFO : [Epoch:46, iter:33500] Loss: 0.67280 
2021-01-07 10:16:08,546 - train.py[line:75] - INFO : [Epoch:46, iter:33600] Loss: 0.66952 
2021-01-07 10:16:13,821 - train.py[line:75] - INFO : [Epoch:46, iter:33700] Loss: 0.67638 
2021-01-07 10:16:18,729 - train.py[line:75] - INFO : [Epoch:46, iter:33800] Loss: 0.67586 
2021-01-07 10:16:24,035 - train.py[line:75] - INFO : [Epoch:46, iter:33900] Loss: 0.67918 
2021-01-07 10:16:28,665 - train.py[line:75] - INFO : [Epoch:46, iter:34000] Loss: 0.68065 
2021-01-07 10:16:33,139 - train.py[line:75] - INFO : [Epoch:46, iter:34100] Loss: 0.68055 
2021-01-07 10:16:35,816 - train.py[line:94] - INFO : Validation | Loss: 0.84399
2021-01-07 10:16:35,816 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:16:39,844 - train.py[line:75] - INFO : [Epoch:47, iter:34200] Loss: 0.65518 
2021-01-07 10:16:44,932 - train.py[line:75] - INFO : [Epoch:47, iter:34300] Loss: 0.66997 
2021-01-07 10:16:50,256 - train.py[line:75] - INFO : [Epoch:47, iter:34400] Loss: 0.67985 
2021-01-07 10:16:55,327 - train.py[line:75] - INFO : [Epoch:47, iter:34500] Loss: 0.67788 
2021-01-07 10:17:00,193 - train.py[line:75] - INFO : [Epoch:47, iter:34600] Loss: 0.67474 
2021-01-07 10:17:05,203 - train.py[line:75] - INFO : [Epoch:47, iter:34700] Loss: 0.67262 
2021-01-07 10:17:10,098 - train.py[line:75] - INFO : [Epoch:47, iter:34800] Loss: 0.66844 
2021-01-07 10:17:14,886 - train.py[line:94] - INFO : Validation | Loss: 0.84198
2021-01-07 10:17:14,887 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:17:16,772 - train.py[line:75] - INFO : [Epoch:48, iter:34900] Loss: 0.64233 
2021-01-07 10:17:21,799 - train.py[line:75] - INFO : [Epoch:48, iter:35000] Loss: 0.66165 
2021-01-07 10:17:26,888 - train.py[line:75] - INFO : [Epoch:48, iter:35100] Loss: 0.67072 
2021-01-07 10:17:31,727 - train.py[line:75] - INFO : [Epoch:48, iter:35200] Loss: 0.65892 
2021-01-07 10:17:37,047 - train.py[line:75] - INFO : [Epoch:48, iter:35300] Loss: 0.66278 
2021-01-07 10:17:42,501 - train.py[line:75] - INFO : [Epoch:48, iter:35400] Loss: 0.66294 
2021-01-07 10:17:47,688 - train.py[line:75] - INFO : [Epoch:48, iter:35500] Loss: 0.66250 
2021-01-07 10:17:52,524 - train.py[line:75] - INFO : [Epoch:48, iter:35600] Loss: 0.66280 
2021-01-07 10:17:54,660 - train.py[line:94] - INFO : Validation | Loss: 0.85968
2021-01-07 10:17:54,661 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:17:59,710 - train.py[line:75] - INFO : [Epoch:49, iter:35700] Loss: 0.64257 
2021-01-07 10:18:04,397 - train.py[line:75] - INFO : [Epoch:49, iter:35800] Loss: 0.64209 
2021-01-07 10:18:09,414 - train.py[line:75] - INFO : [Epoch:49, iter:35900] Loss: 0.63887 
2021-01-07 10:18:14,832 - train.py[line:75] - INFO : [Epoch:49, iter:36000] Loss: 0.64447 
2021-01-07 10:18:19,580 - train.py[line:75] - INFO : [Epoch:49, iter:36100] Loss: 0.64452 
2021-01-07 10:18:24,929 - train.py[line:75] - INFO : [Epoch:49, iter:36200] Loss: 0.64525 
2021-01-07 10:18:30,110 - train.py[line:75] - INFO : [Epoch:49, iter:36300] Loss: 0.64441 
2021-01-07 10:18:34,385 - train.py[line:94] - INFO : Validation | Loss: 0.86072
2021-01-07 10:18:34,385 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:18:37,167 - train.py[line:75] - INFO : [Epoch:50, iter:36400] Loss: 0.62388 
2021-01-07 10:18:42,135 - train.py[line:75] - INFO : [Epoch:50, iter:36500] Loss: 0.63565 
2021-01-07 10:18:47,602 - train.py[line:75] - INFO : [Epoch:50, iter:36600] Loss: 0.63390 
2021-01-07 10:18:52,898 - train.py[line:75] - INFO : [Epoch:50, iter:36700] Loss: 0.62759 
2021-01-07 10:18:57,984 - train.py[line:75] - INFO : [Epoch:50, iter:36800] Loss: 0.62531 
2021-01-07 10:19:02,942 - train.py[line:75] - INFO : [Epoch:50, iter:36900] Loss: 0.63122 
2021-01-07 10:19:07,907 - train.py[line:75] - INFO : [Epoch:50, iter:37000] Loss: 0.63396 
2021-01-07 10:19:13,072 - train.py[line:75] - INFO : [Epoch:50, iter:37100] Loss: 0.63372 
2021-01-07 10:19:14,317 - train.py[line:94] - INFO : Validation | Loss: 0.87252
2021-01-07 10:19:14,318 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:19:20,031 - train.py[line:75] - INFO : [Epoch:51, iter:37200] Loss: 0.63136 
2021-01-07 10:19:24,592 - train.py[line:75] - INFO : [Epoch:51, iter:37300] Loss: 0.64020 
2021-01-07 10:19:29,318 - train.py[line:75] - INFO : [Epoch:51, iter:37400] Loss: 0.64088 
2021-01-07 10:19:34,299 - train.py[line:75] - INFO : [Epoch:51, iter:37500] Loss: 0.63805 
2021-01-07 10:19:39,420 - train.py[line:75] - INFO : [Epoch:51, iter:37600] Loss: 0.63703 
2021-01-07 10:19:43,984 - train.py[line:75] - INFO : [Epoch:51, iter:37700] Loss: 0.63958 
2021-01-07 10:19:48,898 - train.py[line:75] - INFO : [Epoch:51, iter:37800] Loss: 0.63845 
2021-01-07 10:19:52,514 - train.py[line:94] - INFO : Validation | Loss: 0.83714
2021-01-07 10:19:52,514 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:19:56,220 - train.py[line:75] - INFO : [Epoch:52, iter:37900] Loss: 0.59950 
2021-01-07 10:20:01,456 - train.py[line:75] - INFO : [Epoch:52, iter:38000] Loss: 0.62669 
2021-01-07 10:20:06,570 - train.py[line:75] - INFO : [Epoch:52, iter:38100] Loss: 0.63304 
2021-01-07 10:20:12,030 - train.py[line:75] - INFO : [Epoch:52, iter:38200] Loss: 0.62892 
2021-01-07 10:20:17,462 - train.py[line:75] - INFO : [Epoch:52, iter:38300] Loss: 0.62911 
2021-01-07 10:20:22,683 - train.py[line:75] - INFO : [Epoch:52, iter:38400] Loss: 0.63096 
2021-01-07 10:20:28,042 - train.py[line:75] - INFO : [Epoch:52, iter:38500] Loss: 0.63322 
2021-01-07 10:20:33,779 - train.py[line:94] - INFO : Validation | Loss: 0.80798
2021-01-07 10:20:33,780 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:20:35,120 - train.py[line:75] - INFO : [Epoch:53, iter:38600] Loss: 0.62833 
2021-01-07 10:20:39,733 - train.py[line:75] - INFO : [Epoch:53, iter:38700] Loss: 0.60699 
2021-01-07 10:20:44,278 - train.py[line:75] - INFO : [Epoch:53, iter:38800] Loss: 0.60857 
2021-01-07 10:20:49,008 - train.py[line:75] - INFO : [Epoch:53, iter:38900] Loss: 0.61345 
2021-01-07 10:20:54,128 - train.py[line:75] - INFO : [Epoch:53, iter:39000] Loss: 0.61165 
2021-01-07 10:20:58,906 - train.py[line:75] - INFO : [Epoch:53, iter:39100] Loss: 0.61051 
2021-01-07 10:21:03,509 - train.py[line:75] - INFO : [Epoch:53, iter:39200] Loss: 0.61272 
2021-01-07 10:21:08,423 - train.py[line:75] - INFO : [Epoch:53, iter:39300] Loss: 0.61321 
2021-01-07 10:21:11,000 - train.py[line:94] - INFO : Validation | Loss: 0.83276
2021-01-07 10:21:11,001 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:21:15,276 - train.py[line:75] - INFO : [Epoch:54, iter:39400] Loss: 0.60218 
2021-01-07 10:21:20,100 - train.py[line:75] - INFO : [Epoch:54, iter:39500] Loss: 0.59348 
2021-01-07 10:21:24,550 - train.py[line:75] - INFO : [Epoch:54, iter:39600] Loss: 0.59732 
2021-01-07 10:21:28,945 - train.py[line:75] - INFO : [Epoch:54, iter:39700] Loss: 0.60274 
2021-01-07 10:21:33,506 - train.py[line:75] - INFO : [Epoch:54, iter:39800] Loss: 0.60577 
2021-01-07 10:21:38,009 - train.py[line:75] - INFO : [Epoch:54, iter:39900] Loss: 0.60509 
2021-01-07 10:21:42,969 - train.py[line:75] - INFO : [Epoch:54, iter:40000] Loss: 0.60417 
2021-01-07 10:21:47,426 - train.py[line:94] - INFO : Validation | Loss: 0.82374
2021-01-07 10:21:47,430 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:21:49,663 - train.py[line:75] - INFO : [Epoch:55, iter:40100] Loss: 0.56276 
2021-01-07 10:21:54,910 - train.py[line:75] - INFO : [Epoch:55, iter:40200] Loss: 0.57192 
2021-01-07 10:21:59,853 - train.py[line:75] - INFO : [Epoch:55, iter:40300] Loss: 0.57544 
2021-01-07 10:22:04,549 - train.py[line:75] - INFO : [Epoch:55, iter:40400] Loss: 0.57696 
2021-01-07 10:22:09,432 - train.py[line:75] - INFO : [Epoch:55, iter:40500] Loss: 0.58735 
2021-01-07 10:22:14,606 - train.py[line:75] - INFO : [Epoch:55, iter:40600] Loss: 0.59040 
2021-01-07 10:22:19,627 - train.py[line:75] - INFO : [Epoch:55, iter:40700] Loss: 0.59441 
2021-01-07 10:22:24,842 - train.py[line:75] - INFO : [Epoch:55, iter:40800] Loss: 0.59274 
2021-01-07 10:22:26,497 - train.py[line:94] - INFO : Validation | Loss: 0.80764
2021-01-07 10:22:26,497 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:22:30,994 - train.py[line:75] - INFO : [Epoch:56, iter:40900] Loss: 0.57622 
2021-01-07 10:22:35,781 - train.py[line:75] - INFO : [Epoch:56, iter:41000] Loss: 0.57623 
2021-01-07 10:22:40,579 - train.py[line:75] - INFO : [Epoch:56, iter:41100] Loss: 0.57885 
2021-01-07 10:22:45,410 - train.py[line:75] - INFO : [Epoch:56, iter:41200] Loss: 0.58460 
2021-01-07 10:22:50,066 - train.py[line:75] - INFO : [Epoch:56, iter:41300] Loss: 0.58917 
2021-01-07 10:22:54,489 - train.py[line:75] - INFO : [Epoch:56, iter:41400] Loss: 0.58743 
2021-01-07 10:22:58,912 - train.py[line:75] - INFO : [Epoch:56, iter:41500] Loss: 0.58948 
2021-01-07 10:23:02,309 - train.py[line:94] - INFO : Validation | Loss: 0.81805
2021-01-07 10:23:02,309 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:23:05,383 - train.py[line:75] - INFO : [Epoch:57, iter:41600] Loss: 0.56846 
2021-01-07 10:23:09,787 - train.py[line:75] - INFO : [Epoch:57, iter:41700] Loss: 0.58571 
2021-01-07 10:23:14,474 - train.py[line:75] - INFO : [Epoch:57, iter:41800] Loss: 0.59159 
2021-01-07 10:23:18,949 - train.py[line:75] - INFO : [Epoch:57, iter:41900] Loss: 0.58983 
2021-01-07 10:23:23,267 - train.py[line:75] - INFO : [Epoch:57, iter:42000] Loss: 0.59336 
2021-01-07 10:23:27,862 - train.py[line:75] - INFO : [Epoch:57, iter:42100] Loss: 0.59253 
2021-01-07 10:23:32,223 - train.py[line:75] - INFO : [Epoch:57, iter:42200] Loss: 0.58951 
2021-01-07 10:23:37,682 - train.py[line:94] - INFO : Validation | Loss: 0.81721
2021-01-07 10:23:37,685 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:23:38,585 - train.py[line:75] - INFO : [Epoch:58, iter:42300] Loss: 0.47746 
2021-01-07 10:23:43,748 - train.py[line:75] - INFO : [Epoch:58, iter:42400] Loss: 0.56336 
2021-01-07 10:23:48,954 - train.py[line:75] - INFO : [Epoch:58, iter:42500] Loss: 0.57723 
